"id_poliza","segmento","prob_segmento","mult_freq","n_siniestros_DM","siniestro_DM","n_siniestros_Robo","siniestro_Robo","n_siniestros_RC","siniestro_RC","siniestro_total","prima_DM_comercial","prima_Robo_comercial","prima_RC_comercial","prima_total","LR"
5264,"Estándar",0.5,1,1,7893.75852907375,0,0,0,0,7893.75852907375,1365,780,1872,4017,1.96508800823345
5265,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5266,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5267,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5268,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5269,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5270,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5271,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5272,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5273,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5274,"Estándar",0.5,1,0,0,0,0,1,19673.1073430489,19673.1073430489,1365,780,1872,4017,4.89746261962881
5275,"Estándar",0.5,1,0,0,0,0,1,24181.7222088074,24181.7222088074,1365,780,1872,4017,6.01984620582708
5276,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5277,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5278,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5279,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5280,"Estándar",0.5,1,1,20985.638687373,0,0,0,0,20985.638687373,1365,780,1872,4017,5.22420679297311
5281,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5282,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5283,"Bajo riesgo",0.3,0.7,0,0,1,27833.0295956395,0,0,27833.0295956395,955.5,546,1310.4,2811.9,9.89829993799192
5284,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5285,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5286,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5287,"Bajo riesgo",0.3,0.7,0,0,0,0,1,27278.9009422242,27278.9009422242,955.5,546,1310.4,2811.9,9.7012343761244
5288,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5289,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5290,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5291,"Estándar",0.5,1,1,14700.2937775529,0,0,0,0,14700.2937775529,1365,780,1872,4017,3.65952048233828
5292,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5293,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5294,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5295,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5296,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5297,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5298,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5299,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5300,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5301,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5302,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5303,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5304,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5305,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5306,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5307,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5308,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5309,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5310,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5311,"Alto riesgo",0.2,1.5,0,0,1,8338.87127319833,0,0,8338.87127319833,2047.5,1170,2808,6025.5,1.38393017562
5312,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5313,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5314,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5315,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5316,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5317,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5318,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5319,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5320,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5321,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5322,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5323,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5324,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5325,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5326,"Alto riesgo",0.2,1.5,0,0,0,0,1,31825.3114806833,31825.3114806833,2047.5,1170,2808,6025.5,5.28177105313805
5327,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5328,"Estándar",0.5,1,0,0,1,10617.1703045168,0,0,10617.1703045168,1365,780,1872,4017,2.64305957294419
5329,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5330,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5331,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5332,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5333,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5334,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5335,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5336,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5337,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5338,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5339,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5340,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5341,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5342,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5343,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5344,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5345,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5346,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5347,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5348,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5349,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5350,"Estándar",0.5,1,1,40720.3342382012,0,0,0,0,40720.3342382012,1365,780,1872,4017,10.1370013040083
5351,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5352,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5353,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5354,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5355,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5356,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5357,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5358,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5359,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5360,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5361,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5362,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5363,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5364,"Bajo riesgo",0.3,0.7,0,0,1,14525.6170471194,0,0,14525.6170471194,955.5,546,1310.4,2811.9,5.16576586902786
5365,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5366,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5367,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5368,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5369,"Estándar",0.5,1,0,0,0,0,1,45550.8102835086,45550.8102835086,1365,780,1872,4017,11.3395096548441
5370,"Alto riesgo",0.2,1.5,0,0,0,0,1,9915.80069987447,9915.80069987447,2047.5,1170,2808,6025.5,1.64563948217981
5371,"Alto riesgo",0.2,1.5,0,0,1,6824.72779037235,0,0,6824.72779037235,2047.5,1170,2808,6025.5,1.13264090787028
5372,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5373,"Estándar",0.5,1,0,0,0,0,1,32089.4230882666,32089.4230882666,1365,780,1872,4017,7.9884050506016
5374,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5375,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5376,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5377,"Alto riesgo",0.2,1.5,0,0,1,7093.70764171737,0,0,7093.70764171737,2047.5,1170,2808,6025.5,1.17728116201433
5378,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5379,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5380,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5381,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5382,"Estándar",0.5,1,1,31183.102540485,0,0,0,0,31183.102540485,1365,780,1872,4017,7.76278380395444
5383,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5384,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5385,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5386,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5387,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5388,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5389,"Estándar",0.5,1,1,4425.26469461492,0,0,0,0,4425.26469461492,1365,780,1872,4017,1.10163422818395
5390,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5391,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5392,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5393,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5394,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5395,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5396,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5397,"Bajo riesgo",0.3,0.7,0,0,1,18538.7261723621,0,0,18538.7261723621,955.5,546,1310.4,2811.9,6.59295358027033
5398,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5399,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5400,"Bajo riesgo",0.3,0.7,1,9999.78038462211,0,0,0,0,9999.78038462211,955.5,546,1310.4,2811.9,3.5562361337964
5401,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5402,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5403,"Alto riesgo",0.2,1.5,0,0,1,9370.32906093087,0,0,9370.32906093087,2047.5,1170,2808,6025.5,1.5551122829526
5404,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5405,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5406,"Estándar",0.5,1,0,0,0,0,1,15686.1502371081,15686.1502371081,1365,780,1872,4017,3.90494155765699
5407,"Bajo riesgo",0.3,0.7,0,0,0,0,1,40267.8617567463,40267.8617567463,955.5,546,1310.4,2811.9,14.3205170015812
5408,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5409,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5410,"Bajo riesgo",0.3,0.7,1,8848.45004533007,0,0,1,48300.0094272394,57148.4594725694,955.5,546,1310.4,2811.9,20.3237879983532
5411,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5412,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5413,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5414,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5415,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5416,"Estándar",0.5,1,0,0,0,0,1,13819.8981840792,13819.8981840792,1365,780,1872,4017,3.4403530455761
5417,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5418,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5419,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5420,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5421,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5422,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5423,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5424,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5425,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5426,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5427,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5428,"Alto riesgo",0.2,1.5,0,0,1,38000.5374821146,1,14350.7545124093,52351.2919945239,2047.5,1170,2808,6025.5,8.68829009949778
5429,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5430,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5431,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5432,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5433,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5434,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5435,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5436,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5437,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5438,"Alto riesgo",0.2,1.5,0,0,0,0,1,17560.9576309699,17560.9576309699,2047.5,1170,2808,6025.5,2.91443990224378
5439,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5440,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5441,"Estándar",0.5,1,0,0,0,0,1,28550.6064345239,28550.6064345239,1365,780,1872,4017,7.10744496751901
5442,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5443,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5444,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5445,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5446,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5447,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5448,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5449,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5450,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5451,"Estándar",0.5,1,0,0,0,0,1,16927.0632588181,16927.0632588181,1365,780,1872,4017,4.2138569227827
5452,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5453,"Alto riesgo",0.2,1.5,0,0,1,18407.7226017854,0,0,18407.7226017854,2047.5,1170,2808,6025.5,3.05497014385286
5454,"Alto riesgo",0.2,1.5,2,16213.1254289611,0,0,1,36220.4487251162,52433.5741540773,2047.5,1170,2808,6025.5,8.70194575621564
5455,"Estándar",0.5,1,0,0,1,19944.5685016036,0,0,19944.5685016036,1365,780,1872,4017,4.96504070241564
5456,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5457,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5458,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5459,"Estándar",0.5,1,1,15258.2330763285,0,0,0,0,15258.2330763285,1365,780,1872,4017,3.79841500530955
5460,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5461,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5462,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5463,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5464,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5465,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5466,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5467,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5468,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5469,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5470,"Bajo riesgo",0.3,0.7,0,0,1,15674.9463022215,0,0,15674.9463022215,955.5,546,1310.4,2811.9,5.57450346819641
5471,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5472,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5473,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5474,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5475,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5476,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5477,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5478,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5479,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5480,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5481,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5482,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5483,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5484,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5485,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5486,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5487,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5488,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5489,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5490,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5491,"Estándar",0.5,1,0,0,0,0,1,58565.5788982326,58565.5788982326,1365,780,1872,4017,14.5794321379718
5492,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5493,"Estándar",0.5,1,0,0,1,5463.39100491215,0,0,5463.39100491215,1365,780,1872,4017,1.3600674645039
5494,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5495,"Alto riesgo",0.2,1.5,0,0,0,0,1,8738.45281346554,8738.45281346554,2047.5,1170,2808,6025.5,1.45024525988973
5496,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5497,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5498,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5499,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5500,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5501,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5502,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5503,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5504,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5505,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5506,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5507,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5508,"Bajo riesgo",0.3,0.7,0,0,1,21753.6262658456,0,0,21753.6262658456,955.5,546,1310.4,2811.9,7.73627307722381
5509,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5510,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5511,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5512,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5513,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5514,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5515,"Bajo riesgo",0.3,0.7,1,17203.8858654694,0,0,0,0,17203.8858654694,955.5,546,1310.4,2811.9,6.1182424216613
5516,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5517,"Estándar",0.5,1,0,0,0,0,1,9077.17436817928,9077.17436817928,1365,780,1872,4017,2.25968990992763
5518,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5519,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5520,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5521,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5522,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5523,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5524,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5525,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5526,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5527,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5528,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5529,"Bajo riesgo",0.3,0.7,1,3936.73101658866,0,0,0,0,3936.73101658866,955.5,546,1310.4,2811.9,1.40002525573053
5530,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5531,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5532,"Alto riesgo",0.2,1.5,0,0,1,10185.3005500937,0,0,10185.3005500937,2047.5,1170,2808,6025.5,1.69036603602916
5533,"Alto riesgo",0.2,1.5,0,0,0,0,0,0,0,2047.5,1170,2808,6025.5,0
5534,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5535,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
5536,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5537,"Estándar",0.5,1,0,0,0,0,0,0,0,1365,780,1872,4017,0
5538,"Bajo riesgo",0.3,0.7,0,0,0,0,0,0,0,955.5,546,1310.4,2811.9,0
